protein_id,class,label
A0A2H9QXC7,1,1
A0A085MZ29,1,1
A0A085MC03,1,1
A0A077Z7Q1,1,1
A0A0V1A5S5,1,1
A0A0V1C2T0,1,1
A0A0V0WEU9,1,1
A0A0V1NZX8,1,1
A0A0V1MB83,1,1
A0A0V0YLU7,1,1
A0A0V1L126,1,1
A0A0V0UX11,1,1
A0A0V0RVR5,1,1
A0A0V1H5N2,1,1
A0A0V1CI92,1,1
A0A0V1FM22,1,1
A0A0V0TRD5,1,1
A0A183J9E8,1,1
A0A5S6PZ16,1,1
A0A1Q5Q6B2,1,1
A0A8J8VY06,1,1
A0AAD6CEX3,1,1
A0AAD6GV77,1,1
A0A9W9SRB9,1,1
A0A9W9WTH8,1,1
A0AAD6GMF2,1,1
A0A9W9S1V5,1,1
A0A9W9P2V2,1,1
S8B9M8,1,1
A0A1Q5SUG3,1,1
A0A0Q5KPP7,1,1
A0A0Q5LHI5,1,1
A0A0F0KWE8,1,1
A0A0M3DB92,1,1
A0A1B7M111,1,1
A0A2N6Q0I4,1,1
A0A2S9BPD2,1,1
A0A2S9ALI4,1,1
A0A3B0B1M3,1,1
A0A2S8UW03,1,1
A0A2S8ZAZ4,1,1
A0A2S9BPN1,1,1
A0A2S3ZU25,1,1
A0A2S8ZAV6,1,1
A0A2T7X4Z1,1,1
A0A3Q9J447,1,1
A0A4Y5YW34,1,1
A0A7G2CZS8,1,1
A0A7G5ZMB1,1,1
A0A846SQV4,1,1
A0A7Y9N3H7,1,1
A0A846SF78,1,1
A0A7Z0EDG6,1,1
A0AAC9P6I1,1,1
A0AAJ3P8W6,1,1
A0AAJ3P4V8,1,1
A0AAD3ZXP9,1,1
T5L3H3,1,1
A0A212FIE3,1,1
A0AAD8YFE1,1,1
B8CA11,1,1
A0A2P4UI99,1,1
A0A4R4WV20,1,1
A0A429AP31,1,1
A0A7Y9JYP6,1,1
A0A973JHQ6,1,1
A0A9J6BF89,1,1
A0AAD5SBS0,1,1
A0A7S3MQD4,1,1
A0A1Q2D2D8,1,1
A0A2N9JLK2,1,1
A0A2I1PD77,1,1
A0A4V1RQS7,1,1
A0A512T3Q1,1,1
A0A516GCP2,1,1
A0A4Q2RRY6,1,1
A0A4V2AR39,1,1
A0A5P8FKT2,1,1
A0A6G8FYK6,1,1
A0A6H1A3A0,1,1
A0A7G9R3R6,1,1
A0A7X7NP89,1,1
A0A7J5DRG8,1,1
A0A7G7HQ55,1,1
A0A7W8D8Q4,1,1
A0A852WPB3,1,1
A0A850CMI5,1,1
A0A7Y9H6U9,1,1
A0A7Y5TDP6,1,1
A0A852X7X0,1,1
A0A853DM72,1,1
A0A852W040,1,1
A0A7Y9UW52,1,1
A0A8H9FQ24,1,1
A0A926Q6P8,1,1
A0A961EM22,1,1
A0A971TEF7,1,1
A0A941DAE1,1,1
A0A949AYD3,1,1
A0A967B0M7,1,1
A3TMF6,1,1
N0E4L4,1,1
W6K1Q0,1,1
A0A0J8QUN4,1,1
A0A2G7G822,1,1
A0A1F8AEM7,1,1
A0A1V6PNN3,1,1
A0A1V6PYT1,1,1
A0A2I2FSK4,1,1
A0A318YCD5,1,1
A0A395GUL4,1,1
A0A369HDG0,1,1
A0A367LPR3,1,1
A0A317VX26,1,1
A0A319EET8,1,1
A0A428TFX9,1,1
A0A3M2RW63,1,1
A0A430LMJ7,1,1
A0A428P652,1,1
A0A4S3JIH2,1,1
A0A4V1RXT9,1,1
A0A5N7BET4,1,1
A0A5N7CL30,1,1
A0A5N6VNX9,1,1
A0A5N6T9Z7,1,1
A0A5N7BJW4,1,1
A0A5N5XBJ7,1,1
A0A7H8QIP5,1,1
A0A8H6E2G2,1,1
A0A9W9QFR6,1,1
A0A9W9VYJ2,1,1
A0A9W9TJF0,1,1
A0A9W9I520,1,1
A0A9W9T0I7,1,1
I8TX05,1,1
A1CPJ2,1,1
Q2UC66,1,1
Q9Z2W4,1,3
A0A8J5KJ51,1,6
A0A2K5ELZ6,1,1
A0A2K5Z2J7,1,1
A0A2U3XVT7,1,1
A0A341C4A6,1,1
A0A2K5LCR4,1,1
A0A1A6H578,1,1
A0A2K6FYG7,1,1
Q28067,1,1
A0A337SSS1,1,1
A0A340WGU1,1,1
A0A384C6Y1,1,1
A0A2U3VCG5,1,1
A0A2Y9IJZ3,1,1
A0A286X9V3,1,1
A0A2R9BSK9,1,1
A0A2K5IGA7,1,1
A0A2K6KS88,1,1
A0A2K5TZP9,1,1
A0A2K6KS93,1,1
Q8CAE3,1,1
Q16558,1,1
A0A091DST9,1,1
A0A1S3G7T0,1,1
A0A2J8X7A0,1,1
A0A0D9RC68,1,1
A0A2K5R624,1,1
A0A2Y9DB14,1,1
A0A2Y9HVJ2,1,1
A0A2K6TIN1,1,1
A0A2Y9Q5M9,1,1
A0A2K5Z2I6,1,1
A0A2K6CZP1,1,1
A0A1S2ZKU4,1,1
A0A383Z8R2,1,1
A0A1U7TS77,1,1
A0A2Y9FKW1,1,1
A0A2K6QSK9,1,1
P97678,1,1
A0A2K6QSL4,1,1
A0A2K5ELY9,1,1
A0A2K5IG61,1,1
A0A1U7Q7P3,1,1
A0A212C8C2,1,1
A0A2I3NE42,1,1
A0A2J8LXY1,1,1
A0A2K5LCQ2,1,1
A0A2K5R620,1,1
A0A2K6TIM2,1,1
A0A7J7RXY5,1,1
A0A7J7XGV7,1,1
A0A6I9LHH2,1,1
A0A4W2C9F2,1,1
A0A6J3R4F8,1,1
A0A6J2N0R2,1,1
A0A5N3VJG5,1,1
A0A6P3QSS9,1,1
A0A671G1P1,1,1
A0A6P5QEE3,1,1
A0A671G124,1,1
A0A7J8I7G7,1,1
A0A452VKR9,1,1
A0A452RMB2,1,1
A0A667G356,1,1
A0A7J7EC06,1,1
A0A452EUN6,1,1
A0A6J2E3R0,1,1
A0A7J7XAI9,1,1
A0A6P5DNL7,1,1
A0A4U1FRG4,1,1
A0A3Q7U6W7,1,1
A0A673UHI9,1,1
A0A6J0WKB6,1,1
A0A5F9CDJ8,1,1
A0A6P6HXM5,1,1
A0A673UHM2,1,1
A0A7J8FHH0,1,1
A0A6G1B6F8,1,1
A0A7J8I870,1,1
A0A5N3X971,1,1
A0A6J0WPV3,1,1
A0A5E4AC94,1,1
A0A4X1U9R2,1,1
A0A485MDH1,1,1
A0A6P3F293,1,1
A0A6I9ZQC7,1,1
A0A3Q7NNN4,1,1
A0A5F5Y5U9,1,1
A0A667FH66,1,1
A0A7J8I8V5,1,1
A0A6D2VZ89,1,1
A0A6J3FSI5,1,1
A0A6I9I117,1,1
A0A4X2JRX7,1,1
A0A6B0S5H9,1,1
A0A5F8GN68,1,1
A0A6P5KSN7,1,1
A0A6P3IEC9,1,1
A0A7J8FHG9,1,1
A0A643CCR6,1,1
A0A5N4CLQ2,1,1
A0A8C9D5M9,1,1
A0A811YHT3,1,1
A0A8C0XR53,1,1
A0A8C5L372,1,1
A0A8B6ZQJ0,1,1
A0A8C2VUZ6,1,1
A0A8C5UZW9,1,1
A0A8C5YFX3,1,1
A0A8C0LSG2,1,1
A0A8C7BYN0,1,1
A0A8C6QLG0,1,1
A0A8C8ZV92,1,1
A0A8B7QS41,1,1
A0A836A003,1,1
A0A8C9IK00,1,1
A0A8C9BRX7,1,1
A0A8D2F337,1,1
A0A8D0R9C7,1,1
A0A8I3RQS1,1,1
A0A8C3VMD3,1,1
A0A8B9Y2U4,1,1
A0A8C6E105,1,1
A0A8C2RKA7,1,1
A0A8C4M2X4,1,1
A0A8D2KP11,1,1
A0A8C6HVY6,1,1
A0A8B8WVS0,1,1
A0A834US26,1,1
A0A8C5ZCZ7,1,1
A0A8I5NIJ6,1,1
A0A8C0JWT5,1,1
A0A8D2D5M6,1,1
F6WGD4,1,1
M3YN89,1,1
F1RRX5,1,1
D2HKP6,1,1
A0A9W3FD27,1,1
Q28266,1,1
B5U130,1,1
M0QSQ1,1,1
A0A8J8Y6X7,1,1
S7MKL8,1,1
Q5SQK1,1,1
A0A8J6GKF9,1,1
F6ZEE8,1,1
G1P599,1,1
G3SMH3,1,1
F6R0K0,1,1
G3X3H5,1,1
A0A9V1FN11,1,1
F7FSK0,1,1
A0A9V1FN17,1,1
A6HDH5,1,1
C0KY84,1,1
H9FU70,1,1
G3QW55,1,1
A0AA41NJP0,1,1
G3HTH7,1,1
A0A9B0TI83,1,1
G5B470,1,1
H0XGI8,1,1
G9K6V0,1,1
O46372,1,1
G7P6V5,1,1
S9Y6E6,1,1
I3MVD5,1,1
F6Y1E4,1,1
H2PHC2,1,1
W5NZ82,1,1
A6HDH4,1,1
H2QRZ7,1,1
A0AAD4Y5H1,1,1
L5L275,1,1
A0A2K6CZP4,1,1
A0A6P7YXS7,1,1
A0A8C5SNR6,1,1
A0A8C5SQS9,1,1
A0A8C5SNS5,1,1
I0AY30,1,1
A0AAJ7DHB7,1,1
A0A093G856,1,1
A0A091EY31,1,1
A0A091RIY6,1,1
O93393,1,1
A0A087REH6,1,1
A0A093FJS7,1,1
A0A093GYK2,1,1
A0A091L4H9,1,1
A0A091H9C2,1,1
A0A091TBF4,1,1
Q98855,1,1
A0A093IW42,1,1
A0A091LMU8,1,1
A0A091GXQ3,1,1
A0A093KHG3,1,1
A0A087VLN1,1,1
A0A091JBA5,1,1
A0A093F663,1,1
A0A091IB37,1,1
A0A091VBA3,1,1
A0A091JZR4,1,1
A0A091MS67,1,1
A0A091U7P2,1,1
A0A091RZI5,1,1
A0A094L466,1,1
A0A093SF59,1,1
A0A093QIA9,1,1
A0A0A0A8H1,1,1
A0A099Z462,1,1
A0A0Q3LYE5,1,1
A0A218UFP6,1,1
A0A1V4KV24,1,1
A0A1L8GVE4,1,1
A0A1L8GXG5,1,1
A0A1U7SHR9,1,1
A0A2I0MAB7,1,1
A0A6J0IWH2,1,1
A0A6J2GW26,1,1
A0A6J1VMN4,1,1
A0A6I9HT34,1,1
A0A6J2GW82,1,1
A0A6J0IY82,1,1
A0A6J0SMS3,1,1
A0A6I8RN52,1,1
A0A6I9Z4L5,1,1
A0A6J3DRS7,1,1
A0A6P8Q7Q3,1,1
A0A6P9B0V1,1,1
A0A6P9ATA0,1,1
A0A8B7IMG7,1,1
A0A8J4P9I5,1,1
A0A8J4MKA2,1,1
A0A8J4KLB0,1,1
A0A8J4KAT6,1,1
A0A8J4J9Y5,1,1
A0A8S9FEX2,1,1
A0A8K0BCM8,1,1
A0A9F2KWV1,1,1
A0AA97J9M7,1,1
A0AA35JXB8,1,1
R0LAZ7,1,1
G8I077,1,1
A0A914H358,1,1
A0A914H3Z2,1,1
A0A0A0MP74,1,3
A0A2E4J0J4,1,1
E5EQU2,1,1
G9E666,1,1
E5ESM8,1,1
D8LP37,1,1
A0A381WYR7,1,1
A0A318JVB2,1,1
A0A0D6LF64,1,1
A0A3Q0DEZ0,1,1
G5BB32,1,1
A0A2K5EQ44,1,1
A0A341C5Y8,1,1
A0A5F4WAC8,1,1
A0A455BNE2,1,1
A0A455B9P4,1,1
A0A7J7E6N0,1,1
A0A3C1G4K9,1,1
A0A9D8IL78,1,1
A0A3R9GQW2,1,1
A0A5A9XJL6,1,1
A0A5N7ZXE2,1,1
A0A6I6ESC3,1,1
A0A6L6F931,1,1
A0A7X6T5I2,1,1
A0A7T0H2R2,1,1
A0A7X6PIN2,1,1
A0A7W2X5S4,1,1
A0A7X6WW96,1,1
A0A7Z0SGN2,1,1
A0A853GJR0,1,1
A0A853H3H4,1,1
A0A7Z0NGR8,1,1
A0A7Z0SJB9,1,1
A0A853GN50,1,1
A0A7Z0S9Z4,1,1
A0A9D2RJG8,1,1
A0A9D2VFD2,1,1
A0A972C7I5,1,1
A0AAQ3C2N8,1,1
A0AAI8Y6N4,1,1
A0A2A5VUY4,1,1
A0A2E5XAA6,1,1
A0A2E0F246,1,1
A0A2E3S6J3,1,1
A0A2E6DV96,1,1
A0A2E7G283,1,1
A0A2E2BTK6,1,1
A0A2E0F102,1,1
A0A2E4KU42,1,1
A0A2E0K4D5,1,1
A0A8S8YDM9,1,1
C0HJQ8,1,1
A0A218QX08,1,3
A0A7S8MVN3,1,3
Q86BX0,1,1
A0A0K0LBV3,1,3
E4VP15,1,3
A0A958ZZQ7,1,1
A0A946X1T4,1,1
A0A085MBN0,1,1
A0A085NIC8,1,1
A0A0V1LS58,1,1
A0A0V1KFW0,1,1
A0A182J4V1,1,1
A0A1Q9DNE1,1,2
A0A224XJV6,1,3
A0A0P1B246,1,2
W2FL21,1,2
A0A3S5A2M6,1,1
A0A8X7C6C0,1,6
A0A914FG83,1,1
A0A7M5V9R9,1,1
A9V5C0,1,1
A0A6S7I6M7,1,3
A0A1F3KNV6,1,1
A0A1F3IPH9,1,1
A0A1F3C2Y0,1,1
A0A1F3EAL1,1,1
A0A359CTJ3,1,1
A0A3N5E3U6,1,1
A0A3C1K1T4,1,1
A0A7X9DNL2,1,1
A0A7Y5DRF7,1,1
A0A973EHA4,1,1
A0A085GKT3,1,1
A0A0F6BAN7,1,1
A0A0R9NP84,1,1
A0A0L7AL79,1,1
A0A0U0WJQ5,1,1
A0A1S1A3W7,1,1
A0A1Q6B3D6,1,1
A0A265B281,1,1
A0A2C9P4U7,1,1
A0A2R4DEZ5,1,1
A0A379QPD1,1,1
A0A379QDE1,1,1
A0A379XVB9,1,1
A0A2T8QZ92,1,1
A0A2T8MA10,1,1
A0A2T6X3Z6,1,1
A0A379X2B7,1,1
A0A344R6V1,1,1
A0A379WH11,1,1
A0A379VY21,1,1
A0A315GSU8,1,1
A0A3U2ZXD7,1,1
A0A3Q9MYM9,1,1
A0A3V0YXY6,1,1
A0A3U7XPG5,1,1
A0A3T3EQV4,1,1
A0A3R1E564,1,1
A0A3Y2TQE4,1,1
A0A3T3G4X5,1,1
A0A3V4Q4C3,1,1
A0A401AT15,1,1
A0A3U2RTJ7,1,1
A0A3U8MFR6,1,1
A0A3V2YBE0,1,1
A0A3Z6P189,1,1
A0A3V4SIF3,1,1
A0A3E1XJI6,1,1
A0A3V9S2C0,1,1
A0A3S4LR84,1,1
A0A3V9NJJ1,1,1
A0A3V8ZRN1,1,1
A0A3V7VQH9,1,1
A0A402XE35,1,1
A0A3U8PE56,1,1
A0A3Z1E7U4,1,1
A0A3G3E5D9,1,1
A0A3W0FA63,1,1
A0A3T3IKD2,1,1
A0A3V5Z5X9,1,1
A0A3Z6QIG6,1,1
A0A3U7PS95,1,1
A0A3U5KWR0,1,1
A0A3V4QQ40,1,1
A0A3T5JVB0,1,1
A0A418Z5L3,1,1
A0A3V2W0R4,1,1
A0A3U3J8H0,1,1
A0A509CQL8,1,1
A0A4Z8XVG3,1,1
A0A4D6PBG3,1,1
A0A447JPT0,1,1
A0A4V1IEE6,1,1
A0A486X2P1,1,1
A0A447P1T9,1,1
A0A4Q8PI50,1,1
A0A509C7U2,1,1
A0A426WTL6,1,1
A0A484XEN9,1,1
A0A5Z3CN16,1,1
A0A5H7LED8,1,1
A0A5H9H6B6,1,1
A0A5W5I5S6,1,1
A0A5U9GQ42,1,1
A0A5Y8IR81,1,1
A0A5H8WRX7,1,1
A0A624TCJ4,1,1
A0A5Y6ZZL2,1,1
A0A5T3BTL9,1,1
A0A655DG80,1,1
A0A5I5SX20,1,1
A0A603Q057,1,1
A0A5V8Y2R9,1,1
A0A5W3DY91,1,1
A0A5X3P3U9,1,1
A0A5W7ZAS1,1,1
A0A5Y3MNA1,1,1
A0A631P6K6,1,1
A0A5X6EF65,1,1
A0A5T3R924,1,1
A0A5W7Q2C6,1,1
A0A624B0J0,1,1
A0A659R823,1,1
A0A5H6F8A3,1,1
A0A5H6YEQ3,1,1
A0A5W8MBW1,1,1
A0A5Y2QI14,1,1
A0A5Y9YR86,1,1
A0A5B0T1U5,1,1
A0A5W2A969,1,1
A0A5W5GYV8,1,1
A0A5I0EY08,1,1
A0A5I3D5X9,1,1
A0A5U7LS39,1,1
A0A603BBW3,1,1
A0A5I4UZ80,1,1
A0A5I8UVB3,1,1
A0A605YRC6,1,1
A0A5U4JMB8,1,1
A0A5C2M118,1,1
A0A5T8KKM4,1,1
A0A5U6H7F2,1,1
A0A5I4KEC8,1,1
A0A655CS42,1,1
A0A5W0WMU0,1,1
A0A5Z3G5A1,1,1
A0A636CXG3,1,1
A0A5Y2E4B1,1,1
A0A627YAH8,1,1
A0A5U0Q2A7,1,1
A0A5U4VJE9,1,1
A0A5Y2Q437,1,1
A0A5H8HD99,1,1
A0A5Z8GB42,1,1
A0A636P197,1,1
A0A625ASF2,1,1
A0A628LQV6,1,1
A0A5I9SAS7,1,1
A0A5Y7AFY2,1,1
A0A5H5X190,1,1
A0A5W0ZN04,1,1
A0A5Y3US79,1,1
A0A5V2QXZ7,1,1
A0A663DAD9,1,1
A0A5I0UYS2,1,1
A0A633UIL4,1,1
A0A5I1N7I8,1,1
A0A5H6FRJ6,1,1
A0A5Y3XDA8,1,1
A0A5W0ZUD6,1,1
A0A5I9B722,1,1
A0A635B6F3,1,1
A0A633I6R1,1,1
A0A606C5L9,1,1
A0A659N909,1,1
A0A5H5N5A5,1,1
A0A5U5UBD3,1,1
A0A5I0SSN6,1,1
A0A5W8X4Y0,1,1
A0A5U6AZH1,1,1
A0A5V9GGC9,1,1
A0A5I8HYW1,1,1
A0A5Y2S8D6,1,1
A0A5Z4V8I4,1,1
A0A5V6EZ54,1,1
A0A602Z1J9,1,1
A0A5T7KTA6,1,1
A0A5I1FLR0,1,1
A0A5H7F0Q7,1,1
A0A658IYA5,1,1
A0A6C8GTN0,1,1
A0A6C7CPV3,1,1
A0A6D2GDU6,1,1
A0A6C8LW18,1,1
A0A6C8YD66,1,1
A0A6C7D321,1,1
A0A734MGY5,1,1
A0A729JR43,1,1
A0A712CN79,1,1
A0A701QQN6,1,1
A0A738CRP5,1,1
A0A761YSV5,1,1
A0A708J8S6,1,1
A0A738AXY5,1,1
A0A737RRB2,1,1
A0A761I0Y6,1,1
A0A737H876,1,1
A0A736Z790,1,1
A0A760XTP9,1,1
A0A730Y637,1,1
A0A730WN15,1,1
A0A730U6Z2,1,1
A0A749KTZ5,1,1
A0A731R397,1,1
A0A729NYE1,1,1
A0A728R6S1,1,1
A0A741FLS4,1,1
A0A718YJP2,1,1
A0A740U9D6,1,1
A0A735M8L4,1,1
A0A761X084,1,1
A0A762RMF6,1,1
A0A745Q9B3,1,1
A0A737IWM8,1,1
A0A712B517,1,1
A0A732GEX2,1,1
A0A6W0M0H1,1,1
A0A729KVZ5,1,1
A0A751ZRQ7,1,1
A0A761QFD5,1,1
A0A736UQ11,1,1
A0A743HEX1,1,1
A0A729FJP7,1,1
A0A6Y5YLL8,1,1
A0A702EGA6,1,1
A0A723UAF7,1,1
A0A753A6C3,1,1
A0A735PYP3,1,1
A0A737BV03,1,1
A0A7U1KSY0,1,1
A0A7W4KM96,1,1
A0A839ISN1,1,1
A0A839WG21,1,1
A0A8E6KCL8,1,1
A0A8E5IGB1,1,1
A0A8E5X9U4,1,1
A0A8E5JJB9,1,1
A0A8E6N954,1,1
A0A8F2ZYH7,1,1
A0A8E7N6E2,1,1
A0A8E7CQD2,1,1
A0A8F7YKY7,1,1
A0A8E6K8X5,1,1
A0A8E6J7P0,1,1
A0A8F6RHP7,1,1
A0A8E6IHE0,1,1
A0A8E5X505,1,1
A0AA86C3D0,1,1
A0AA86KBE1,1,1
A0AA86BMF4,1,1
A0AA86EBU4,1,1
A0A9Q2I108,1,1
A0AA86ETY7,1,1
A0AA37ZD10,1,1
A0A9X1K4J0,1,1
A0AA86EFT1,1,1
A0AA96M4E7,1,1
C0Q6D9,1,1
A0AAN3TRT3,1,1
A0AAJ8WPZ7,1,1
G5SK93,1,1
E8XAP7,1,1
G5SK92,1,1
Q57GK9,1,1
Q8ZK99,1,1
A0A448XGW2,1,1
A0A7S3UQQ0,1,1
A0A7S2J420,1,1
A0A7S2J053,1,1
F0YKG4,1,1
A0A7R9MAJ8,1,1
A0A077L432,1,1
A0A0M3C3M1,1,1
A0A0F3LJJ8,1,1
A0A0A8XHR8,1,1
A0A150HRY1,1,1
A0A1V0KG35,1,1
A0A2H9UQC7,1,1
A0A385EZU0,1,1
A0A3A8FLY6,1,1
A0A3A8GK06,1,1
A0A2S2FH83,1,1
A0A3A8FDP9,1,1
A0A2W5AWK0,1,1
A0A330F3U7,1,1
A0A3A8F0D5,1,1
A0A2U3MTY5,1,1
A0A2S1FDH1,1,1
A0A373BDE4,1,1
A0A3A8E704,1,1
A0A372BQK4,1,1
A0A385NAU8,1,1
A0A371YSY2,1,1
A0A3G6XVS1,1,1
A0A3Q9C701,1,1
A0A3R9CV15,1,1
A0A3G2SYI0,1,1
A0A3B7QEY6,1,1
A0A3B7LYY9,1,1
A0A3R9S2M4,1,1
A0A4P2WW41,1,1
A0A4V2LSM7,1,1
A0A4R0E6W7,1,1
A0A4Q4H3G1,1,1
A0A4Q7B5A6,1,1
A0A427R5Q1,1,1
A0A4V2LT98,1,1
A0A4Q7BH13,1,1
A0A4Y3J480,1,1
A0A498CYS2,1,1
A0A4R0DP10,1,1
A0A4Y7XC06,1,1
A0A4R0ENJ4,1,1
A0A4R0F3B3,1,1
A0A4R0D977,1,1
A0A4R0ETX5,1,1
A0A653K7G7,1,1
A0A646MPX8,1,1
A0A5E9PJ84,1,1
A0A654L4E1,1,1
A0A5Q0P1R4,1,1
A0A5K6CLW8,1,1
A0A5N4WM07,1,1
A0A6G8RRZ4,1,1
A0A6F8TAS3,1,1
A0A6G8S0R5,1,1
A0A6N0LJY3,1,1
A0A7Y2LS96,1,1
A0A7T9Z7P9,1,1
A0A7H8SPF4,1,1
A0A7S6W139,1,1
A0A7S6VZ79,1,1
A0A7T7R6X8,1,1
A0A7T7WIS1,1,1
A0A7H2PW94,1,1
A0A7Y2WA68,1,1
A0A7H2VCX5,1,1
A0A7Y2PQA7,1,1
A0A856UVU3,1,1
A0A7Y8U782,1,1
A0A7Y8Q0N3,1,1
A0A829HD62,1,1
A0A849B1N5,1,1
A0A833PFS7,1,1
A0A7Y8PDS4,1,1
A0A811G999,1,1
A0A828STG2,1,1
A0A7Y8TZ86,1,1
A0A8I0S9Q9,1,1
A0A8E4F7I3,1,1
A0A8H2K4J6,1,1
A0A924UYG1,1,1
A0A970LY16,1,1
A0A9D2UQS0,1,1
A0A9Q4G3M6,1,1
A0AAD1VED5,1,1
A0AA37E8G5,1,1
A0AA40YUB2,1,1
A0AAD2YR91,1,1
A0AAQ1AAZ5,1,1
A0AAP9GWD7,1,1
A0AAJ4P3G5,1,1
A0AAE2Q6H3,1,1
N9CEJ9,1,1
N9QLP1,1,1
N8XU82,1,1
N9MSJ0,1,1
N9E727,1,1
N8RLG5,1,1
N9M3W2,1,1
N8X7C0,1,1
N9R1B3,1,1
V2V8B0,1,1
N8QGP9,1,1
N9M5U0,1,1
N8RVW2,1,1
Q6F753,1,1
R9AK10,1,1
S7Y1R3,1,1
R8XVN9,1,1
N9ANT4,1,1
N9K1F7,1,1
N8ZW93,1,1
N8W4S4,1,1
N9T3J0,1,1
G7G9G0,1,1
R8Y9Z1,1,1
N9HIT3,1,1
N9DBZ8,1,1
N9REK0,1,1
N9BM51,1,1
N9FF22,1,1
R8YYY7,1,1
N9NDA1,1,1
N9EBZ3,1,1
N8NM29,1,1
D0SFR7,1,1
N9N6L6,1,1
N8YGZ2,1,1
N9SN60,1,1
D0CF69,1,1
N8ZKN2,1,1
F0KH90,1,1
N8VZ89,1,1
V2UBH9,1,1
N9R7G7,1,1
N8VY72,1,1
N9NT25,1,1
R9AM67,1,1
N8U8S6,1,1
N8WDX8,1,1
N9KWU6,1,1
V2TRK4,1,1
N8Y3W6,1,1
I4ZRA1,1,1
N9QUS0,1,1
N8SGR6,1,1
A0AAQ2ZEE0,1,1
A0A0W7W5D6,1,1
K6W919,1,1
A0A0P7UCD4,1,2
A0A7S3G2P3,1,1
A0A7S2KL59,1,1
A0A7S2KNG1,1,1
A0A556TTM4,1,4
A0A258SLB7,1,1
A0A946GHN6,1,1
A0A259H9K8,1,1
A0A661HL67,1,1
A0A662IML3,1,1
A0A523Y6J3,1,1
A0A7C5ST60,1,1
A0A6S6T426,1,1
A0A6S6T6N7,1,1
A0A7C6BAB5,1,1
A0A6S6SDZ4,1,1
A0A6S6SA32,1,1
A0A6S6TUN6,1,1
A0A9D0YL96,1,1
I2K7J2,1,1
X1L2G5,1,1
A0A059UD55,1,3
A0A146CIV8,1,3
E4VP31,1,3
A0A1R0GYL8,1,1
A0A1R1PVD7,1,1
A0A2T9ZH47,1,1
A0A9D6W374,1,4
A0A812L3R7,1,1
A0A813KH64,1,1
A0A813D5C6,1,1
A0A9P1DW15,1,1
A0A671L006,1,1
A0A672Q8I4,1,1
A0A673L3B5,1,1
A0A6V7IFN3,1,1
A0A8C1N7B5,1,1
A0A8C1Y911,1,1
A0A8C7JK48,1,1
A0A8C2ILZ8,1,1
G9K3X2,1,1
A0A084WFH7,1,3
A0A496UGH3,1,1
A0A073KRW5,1,1
A0A0G8DV71,1,1
A0A0J6L195,1,1
A0A0J1HL00,1,1
A0A0B5NSU1,1,1
A0A0G8BV17,1,1
A0A162N7T1,1,1
A0A1E8AZW6,1,1
A0A1A9PSJ5,1,1
A0A1D3MV19,1,1
A0A1H3RX14,1,1
A0A164PXM7,1,1
A0A1D3NSM3,1,1
A0A1C4F8S1,1,1
A0A125PPC0,1,1
A0A1C4GCM4,1,1
A0A1S9UJB1,1,1
A0A1Y3MC44,1,1
A0A1W6WUE9,1,1
A0A1S9TIK0,1,1
A0A1W6AF47,1,1
A0A1S9XUU9,1,1
A0A1J9TUC8,1,1
A0A1X3MGR6,1,1
A0A1V9VYJ2,1,1
A0A1J9Y3T8,1,1
A0A2A8XYL9,1,1
A0A2C4PC50,1,1
A0A2B5XAG6,1,1
A0A2A8R442,1,1
A0A246PU95,1,1
A0A243IH70,1,1
A0A2N1JTV2,1,1
A0A2C1LIY4,1,1
A0A2B4FY97,1,1
A0A2B5KE28,1,1
A0A242W5U3,1,1
A0A243BC00,1,1
A0A243CN47,1,1
A0A2A7E0N5,1,1
A0A2A8PT32,1,1
A0A2B9DXZ2,1,1
A0A2B0LJV7,1,1
A0A2B1DIZ3,1,1
A0A2A8BW21,1,1
A0A2B5P3G7,1,1
A0A2B0Y7Q0,1,1
A0A2C3CEQ3,1,1
A0A2A7GWU2,1,1
A0A2C1PLJ4,1,1
A0A2B6RHQ0,1,1
A0A2B5JEZ9,1,1
A0A2B2LSS0,1,1
A0A2A8LMR2,1,1
A0A243A8L6,1,1
A0A243GUW5,1,1
A0A2C1DJQ8,1,1
A0A2A8US96,1,1
A0A2A7D620,1,1
A0A2G6Q8S1,1,1
A0A2B5H3N3,1,1
A0A2H3MT79,1,1
A0A2B9PPL9,1,1
A0A366FPZ1,1,1
A0A2S8URA7,1,1
A0A328L8Q4,1,1
A0A2S9HVA7,1,1
A0A2S8VH44,1,1
A0A328MCN1,1,1
A0A3G5UFV3,1,1
A0A3R9EBR2,1,1
A0A3P1BED9,1,1
A0A4Y7R1F0,1,1
A0A437SNU4,1,1
A0A506Q3W5,1,1
A0A516QYA2,1,1
A0A4S4HHI9,1,1
A0A4Y8T2G6,1,1
A0A4R4BJX3,1,1
A0A4U2ZCI4,1,1
A0A556BHQ3,1,1
A0A5B9HW27,1,1
A0A5M9GM38,1,1
A0A5C5A4C4,1,1
A0A5C5AJD2,1,1
A0A6B3KYL3,1,1
A0A6I7XGH6,1,1
A0A6I0C0C3,1,1
A0A6H9HXG9,1,1
A0A6H0TJL2,1,1
A0A6L5Q7Y4,1,1
A0A7V7HWP3,1,1
A0A7V7S673,1,1
A0A7V7L7Y5,1,1
A0A7Z8SD92,1,1
A0A7Z8W3L4,1,1
A0A855CUX4,1,1
A0A852T6D9,1,1
